title,date,url
Great File Fix Path,2023-08-16 20:30:28,https://github.com/yaya2devops/bachelor-guide/commit/88e46fffbabce6c0b9608a70ecd7eb166763d6ff
Prompt Engineer file path,2023-08-16 13:27:25,https://github.com/yaya2devops/bachelor-guide/commit/e677924dc12622fb017754e2dfe75d15bdea8038
I thought You Needed This For PFA,2023-08-16 13:24:47,https://github.com/yaya2devops/bachelor-guide/commit/3496bf758fb7b9c8a69bcc50d179d7ca22835aee
Guide Design and UX,2023-08-04 19:03:41,https://github.com/yaya2devops/bachelor-guide/commit/97ecd337a3a83527d003d0acdd852ddae9500684
Merge pull request #14 from yaya2devops/main,2023-07-16 12:46:28,https://github.com/yaya2devops/bachelor-guide/commit/06fd7f455f37d47023be940ad3cbbccaa075c3fc
Best Intern Of Your Life!,2023-07-04 16:07:28,https://github.com/yaya2devops/bachelor-guide/commit/cadc6cdebb8e05db9239879aee202c94507a7bab
Update Intern Page,2023-07-04 16:01:23,https://github.com/yaya2devops/bachelor-guide/commit/3e9f76b6bb49de6aa828588685f4309f5745e598
Assets Showing in Github,2023-07-04 15:56:13,https://github.com/yaya2devops/bachelor-guide/commit/468e5f995c7aa1874c7f9761cd51b318538dc782
Summer Intern touchpoints,2023-07-04 15:55:07,https://github.com/yaya2devops/bachelor-guide/commit/ccfe12880de83c5cfe53d7c9ef82d5e9e0135f39
ISTIC Materials UX,2023-06-25 21:14:32,https://github.com/yaya2devops/bachelor-guide/commit/061009ed8f3c248e6ba26546c173e9d325debeec
Highlight first experience,2023-06-18 17:34:06,https://github.com/yaya2devops/bachelor-guide/commit/032afbbb8f284a7cb1cac333263691f6a29cf0ac
Merge pull request #13 from yaya2devops/main,2023-06-18 15:09:23,https://github.com/yaya2devops/bachelor-guide/commit/ab9fd2ab0619aaa2f90d791f2016f56a2b5de698
Merge pull request #45 from BytM3/main,2023-06-18 15:03:54,https://github.com/yaya2devops/bachelor-guide/commit/c0b5d4b965d120810b925f6cb7c5512d37fa6fa6
fastasfkboy,2023-06-18 14:59:15,https://github.com/yaya2devops/bachelor-guide/commit/0471f6c458befa49d2b82f07510bb806183f4550
Merge pull request #44 from BytM3/main,2023-06-18 14:46:44,https://github.com/yaya2devops/bachelor-guide/commit/74e2836be4fe76e41303787e66c325e6780b82e8
loader,2023-06-18 14:33:00,https://github.com/yaya2devops/bachelor-guide/commit/25296e64cbb880197ff2b0631de4448ea7085e01
detach load,2023-06-18 12:31:56,https://github.com/yaya2devops/bachelor-guide/commit/6a89e7a3166e06c4683369fd88bd5bc5e59eb651
update ++,2023-06-18 12:22:44,https://github.com/yaya2devops/bachelor-guide/commit/e586a71dddbc2a6e23a5a75043092dccb7b56c21
upD SE: 3-4-5,2023-06-01 18:20:40,https://github.com/yaya2devops/bachelor-guide/commit/7415acca1194b1a70b5938c9e1329b42a2100d7b
Merge pull request #12 from yaya2devops/main,2023-06-01 18:00:58,https://github.com/yaya2devops/bachelor-guide/commit/f8ba46bc46e90c0cbb8559761dc394f7de4e2893
Merge pull request #39 from BytM3/main,2023-06-01 17:52:55,https://github.com/yaya2devops/bachelor-guide/commit/f3d5a51cfd1624332a3dc5f85e58fbd03099766e
dol,2023-06-01 17:01:20,https://github.com/yaya2devops/bachelor-guide/commit/480de10f0f32774bd855540ea735615b008189c2
IOT-Sem-3,2023-06-01 16:48:30,https://github.com/yaya2devops/bachelor-guide/commit/b8b84b0990646b45e66dd40822ae624144da1891
Merge pull request #11 from yaya2devops/main,2023-06-01 16:26:17,https://github.com/yaya2devops/bachelor-guide/commit/c89d28fcdde1455e4fcf865023b803e741e4c6bc
Forgot my draft Here,2023-06-01 16:19:27,https://github.com/yaya2devops/bachelor-guide/commit/95f4c39212b3baf0b65d7f78ec4368c8c87aaa0c
Forgot my draft here,2023-06-01 16:18:45,https://github.com/yaya2devops/bachelor-guide/commit/7c41883aed0fd65e59b63919de208c767e2c5291
Direct Image Connection,2023-05-27 16:44:21,https://github.com/yaya2devops/bachelor-guide/commit/32215e29229076401f684c59b5786e4bcdebdece
Docker Support and Updates,2023-05-27 16:40:46,https://github.com/yaya2devops/bachelor-guide/commit/c574cfa8e5dc2a26d772c0384899b4f5714ca76b
Typo for valuable reason.,2023-04-30 08:40:15,https://github.com/yaya2devops/bachelor-guide/commit/755773e99bc722144e6a5989817885bd7e7f4aff
Materials for students,2023-04-30 08:31:51,https://github.com/yaya2devops/bachelor-guide/commit/6ede119b088eb48b60b13fedfbc3f37c79e33f00
Compressed Value,2023-04-23 14:55:10,https://github.com/yaya2devops/bachelor-guide/commit/0b54cdaabb7b97a0df7cb28650453ec9f51c69f0
Update: Materials adjust,2023-04-22 22:54:00,https://github.com/yaya2devops/bachelor-guide/commit/91c1970b889f3df7c4414ef46a68929025f61f6c
High quality Content direction,2023-04-22 22:51:32,https://github.com/yaya2devops/bachelor-guide/commit/73fb89f31704bb6e2dcab014200ec6d28ae42ba9
Connect with others,2023-04-22 22:20:50,https://github.com/yaya2devops/bachelor-guide/commit/5a1620c43063483c524549e3df0eae0c682146b6
Join: Highlight Discord,2023-04-21 14:16:01,https://github.com/yaya2devops/bachelor-guide/commit/e2ff3a0ab85436ecd9ad5abb49c0dd2362436348
Contact Us,2023-04-02 23:08:42,https://github.com/yaya2devops/bachelor-guide/commit/949c3a7a0363eab37e5dc859fff34fec60859422
salut,2023-03-18 10:28:51,https://github.com/yaya2devops/bachelor-guide/commit/e36bcd42c41fe422edda44b952f26dc8a6797ff2
Hi,2023-03-18 10:28:19,https://github.com/yaya2devops/bachelor-guide/commit/6c75abe26854777f70bf1d05cfde955705d70ffd
This is the required welcome,2023-03-17 16:01:38,https://github.com/yaya2devops/bachelor-guide/commit/cdebc05bfd7699aef93e2e589899cccb9a53afe2
minimize work,2023-03-17 15:59:57,https://github.com/yaya2devops/bachelor-guide/commit/86061854c8b1d8071e59c0264f9b7d48a5ae2c4f
Aligned To structure,2023-03-17 15:47:33,https://github.com/yaya2devops/bachelor-guide/commit/f44f2f8a795ecb3fc53b2d2f305a0a7c66ec8979
Okay better!,2023-03-06 17:57:01,https://github.com/yaya2devops/bachelor-guide/commit/a6a203243c78d4a6bf9e79550694164c1a160d13
Merge pull request #35 from BytM3/main,2023-02-20 19:52:23,https://github.com/yaya2devops/bachelor-guide/commit/0521f36fd5159dea0d2b272c238e1a9226c108b0
hii,2023-02-18 01:42:13,https://github.com/yaya2devops/bachelor-guide/commit/3c7bafef4e11ae0ff91c4b20b157b513fd358a27
nice,2023-02-17 13:08:59,https://github.com/yaya2devops/bachelor-guide/commit/91d41395e7b3905510e00b77c068784b4f08016d
nice,2023-02-17 13:08:37,https://github.com/yaya2devops/bachelor-guide/commit/76e37683bab5cdede96647b074ee9fd90a92f322
discord updated,2023-02-16 12:51:17,https://github.com/yaya2devops/bachelor-guide/commit/72bd65aacef93f549fb9c3a941f163d813453575
more,2023-02-16 12:37:13,https://github.com/yaya2devops/bachelor-guide/commit/b6539070c44583a5ba19858c8cf41c1982236e0d
80,2023-02-13 23:53:39,https://github.com/yaya2devops/bachelor-guide/commit/e0e3bad821ea8fc85261c237a147e3dc81bd5ad5
LEFT,2023-02-13 01:38:08,https://github.com/yaya2devops/bachelor-guide/commit/8ed3e1c930cc23b8a277521bcb6ea031d2b6acf4
essay,2023-02-13 01:32:02,https://github.com/yaya2devops/bachelor-guide/commit/6de7c2d9e093bdad86cf48f8aff080063e454ba0
lets,2023-02-13 01:30:58,https://github.com/yaya2devops/bachelor-guide/commit/354bed1ddefb63a9460e3ce1a3a57dcb3117ca32
yeah,2023-02-13 01:28:39,https://github.com/yaya2devops/bachelor-guide/commit/b9ca867d6048df7aa892007b267368c769b1fc04
idk checking,2023-02-13 01:27:04,https://github.com/yaya2devops/bachelor-guide/commit/adeb0dc1f03539c790efdfdf63f74a1123e19a1c
viser a oldversion.computer-eng,2023-02-12 22:46:31,https://github.com/yaya2devops/bachelor-guide/commit/ff0a58a2b2ff476b50e74e61a0572f5b478df4e7
old version update URL - subdomain next,2023-02-12 22:46:10,https://github.com/yaya2devops/bachelor-guide/commit/dbebecbc21f27e243f09a7a4e65c846d083f227b
FR archive banner,2023-02-03 15:07:52,https://github.com/yaya2devops/bachelor-guide/commit/00b7dfe23a9c712f01b0b896a5b1136b651b563b
mutuel,2023-02-03 13:57:22,https://github.com/yaya2devops/bachelor-guide/commit/5674be969594fc936e769b8d184b74a779ccb521
inspire,2023-02-03 13:56:26,https://github.com/yaya2devops/bachelor-guide/commit/9019ebd57a710450ae724ea7c7520aecb9976e3c
Mobile,2023-02-03 13:54:32,https://github.com/yaya2devops/bachelor-guide/commit/290c43d84b88318bcd305aad8622c571ab27f7d6
longer for style,2023-02-03 13:52:36,https://github.com/yaya2devops/bachelor-guide/commit/e0bed5092bfaeac5721046ff062e395d62a4cf9e
good,2023-02-03 13:51:56,https://github.com/yaya2devops/bachelor-guide/commit/134d35c70b1a584c41bbe439dc00933dcd45058e
phone conditions.,2023-02-03 13:50:10,https://github.com/yaya2devops/bachelor-guide/commit/f9d5b5a479f18cd67339673d8b91461d9644b931
banner fr and link people once more,2023-02-03 13:48:56,https://github.com/yaya2devops/bachelor-guide/commit/29e495e9970215511666af64ad74b90f9076a452
materials page is now translated,2023-02-03 13:33:03,https://github.com/yaya2devops/bachelor-guide/commit/199a7bef5b34ccbb577fd5b46c2d74926ae0ffed
Oki,2023-02-03 12:59:07,https://github.com/yaya2devops/bachelor-guide/commit/ad69b1c8051c1914309aeb818abc88a9a72e6d70
remove node modules,2023-01-29 18:10:32,https://github.com/yaya2devops/bachelor-guide/commit/522937c08a5f3fa688afadacca84377e8e9d6592
Merge branch 'main' of https://github.com/Y4HYA4/TheRealBachelorsDocs,2023-01-29 18:09:42,https://github.com/yaya2devops/bachelor-guide/commit/8ffaa65f011a2adb8971c4c44050913a68e88f28
gr8,2023-01-28 22:14:13,https://github.com/yaya2devops/bachelor-guide/commit/151c7329fa2d07ed5922ff520cfe5103649a4822
indeed,2023-01-28 22:09:42,https://github.com/yaya2devops/bachelor-guide/commit/4bac39f67e3d955ac584ba7236d8117bba851f6c
great,2023-01-28 00:19:17,https://github.com/yaya2devops/bachelor-guide/commit/0c64c6cf11884c90192f1fc147e7045cad5af4e3
"This is fixed but also, 60 days-streak.",2023-01-25 17:09:02,https://github.com/yaya2devops/bachelor-guide/commit/4af36db9ded048b73800558856b2eea279e9b70c
facts,2023-01-15 15:10:34,https://github.com/yaya2devops/bachelor-guide/commit/58b4d2fd06414545fddc010b9b5c73a0c2435086
auto,2023-01-15 15:10:14,https://github.com/yaya2devops/bachelor-guide/commit/01eed9188d67e007a76d25b630b73598ccad8ef2
fits,2023-01-15 15:09:53,https://github.com/yaya2devops/bachelor-guide/commit/09b177e7d8a4394044adbdb90d137ffa78dedf5c
good,2023-01-14 20:26:52,https://github.com/yaya2devops/bachelor-guide/commit/14dd262e6ef8e75515fd4ad5d0bd7da52b8852c0
checked,2023-01-14 19:58:48,https://github.com/yaya2devops/bachelor-guide/commit/d79bf2e5609dcdd300ab2cdcb18cf0c09d8e5fd4
Merge branch 'main' of https://github.com/Y4HYA4/TheRealBachelorsDocs,2023-01-14 18:29:18,https://github.com/yaya2devops/bachelor-guide/commit/e0b5f466d7cb4aad89b2347929c51bc9e7e83fa5
docker,2023-01-14 18:29:08,https://github.com/yaya2devops/bachelor-guide/commit/ccd624b4f9b4815d9d34a5c6300fdef47b03bf7e
Good,2023-01-12 21:08:43,https://github.com/yaya2devops/bachelor-guide/commit/8fa25f87b4f395c9e6f8ca8726f908eb565aed80
ok,2023-01-12 21:07:39,https://github.com/yaya2devops/bachelor-guide/commit/fe9499e378e44bdd851872a56e73c18234894d68
Merge pull request #31 from Y4HYA4/all-contributors/add-BytM3,2023-01-12 21:06:48,https://github.com/yaya2devops/bachelor-guide/commit/a10ff4627d3dbc48d744914e6f7d02640bf42c6b
docs: create .all-contributorsrc [skip ci],2023-01-12 21:03:23,https://github.com/yaya2devops/bachelor-guide/commit/ba70854aaf05b68a1962d3e2663df0ec8c8b6c85
docs: update README.md [skip ci],2023-01-12 21:03:22,https://github.com/yaya2devops/bachelor-guide/commit/8c558a9f20de8ddf6a82c1798f95704748e6f349
test,2023-01-12 21:00:07,https://github.com/yaya2devops/bachelor-guide/commit/28e09ab83f4e4f03d54d2469257b27aafb3bcd06
Merge branch 'main' of https://github.com/Y4HYA4/TheRealBachelorsDocs,2023-01-12 17:50:56,https://github.com/yaya2devops/bachelor-guide/commit/366d55a696c0dcb02d84e209e75da80af3692d00
newchanges,2023-01-12 17:50:50,https://github.com/yaya2devops/bachelor-guide/commit/f46f6853c4a81c70549dc69e549f3ffaf4b81b34
Important,2023-01-12 15:49:08,https://github.com/yaya2devops/bachelor-guide/commit/80e3724da5d0f22e630c316c42248d79e8528f51
up,2023-01-11 22:05:51,https://github.com/yaya2devops/bachelor-guide/commit/f34702f54039682bacf1f899b0bf0428ae01a612
up,2023-01-11 22:05:06,https://github.com/yaya2devops/bachelor-guide/commit/c71c7b99c0ea28e64c4849d00df2b626aecca1f8
done pdf rather than word,2023-01-09 19:28:42,https://github.com/yaya2devops/bachelor-guide/commit/c7a9dfde5a6a99e5aa230606d250365cd5e966dd
pd,2023-01-09 19:28:16,https://github.com/yaya2devops/bachelor-guide/commit/884412d89f656e706400add57beeb6c7ad26d6d3
pdf,2023-01-09 19:26:57,https://github.com/yaya2devops/bachelor-guide/commit/6db6238411e1237c2a1a78f36ea75d12db718a99
<b>,2023-01-09 14:58:44,https://github.com/yaya2devops/bachelor-guide/commit/67ee80af5b0def5e0915e4d48c78c3971144260a
big up,2023-01-09 11:39:34,https://github.com/yaya2devops/bachelor-guide/commit/215500d2b8f6f22d758ae3b227901cf267d6a6ba
ok for now,2023-01-07 19:47:33,https://github.com/yaya2devops/bachelor-guide/commit/dd3153db7007ad2a6808d3e6a1fe9ff9e586c1e4
Students initiatives got get better design,2023-01-07 19:32:35,https://github.com/yaya2devops/bachelor-guide/commit/f6061ef781578f5f7e601333dfcf0ce5cc635ba5
Older version,2023-01-05 11:50:56,https://github.com/yaya2devops/bachelor-guide/commit/122dd0b4ffdd12bdb2afdd244d146a6fd8e7acdf
Old,2023-01-05 11:50:51,https://github.com/yaya2devops/bachelor-guide/commit/e37f0e9addb4998ed06ed66a8b62f4eac8aaf2ea
Link left,2023-01-05 11:45:17,https://github.com/yaya2devops/bachelor-guide/commit/405ef2eb24017283df98ef2772ab80223b360c33
Lets,2023-01-05 10:42:57,https://github.com/yaya2devops/bachelor-guide/commit/360ed918e250550f9210a872a7eccbab44960271
Guided,2023-01-04 13:05:09,https://github.com/yaya2devops/bachelor-guide/commit/c0274c634de47b1ba03e364c9dcdd27ea56cacb8
Guide,2023-01-04 13:04:36,https://github.com/yaya2devops/bachelor-guide/commit/b4bed8672e851e89d264db5d2c6ac14bc2efd133
Yep,2023-01-04 12:57:10,https://github.com/yaya2devops/bachelor-guide/commit/71f86ce3d88364cecdba0bbead798fd2ade7815c
From Phone stuff ;)),2023-01-02 18:41:39,https://github.com/yaya2devops/bachelor-guide/commit/ebf268527d517c5f4fc85d417f57696b9fc4d18c
Edit,2023-01-01 15:00:19,https://github.com/yaya2devops/bachelor-guide/commit/9385d6aae341dbba6e56afc68f956fdf5b815394
Checked,2022-12-30 12:43:49,https://github.com/yaya2devops/bachelor-guide/commit/b807e153cc868d0e8c2410e8f7c1009f9497e132
Fr!,2022-12-30 12:39:18,https://github.com/yaya2devops/bachelor-guide/commit/cc4e99626af5e9abcbe7e90d66569794d1219035
FR added,2022-12-30 10:21:36,https://github.com/yaya2devops/bachelor-guide/commit/096cc56470fcd341e278a7fdef0c29d18174f2f1
French welcome.,2022-12-30 10:19:28,https://github.com/yaya2devops/bachelor-guide/commit/b70ddc00566b74aa03c4873443f6a32646d37c1d
decrease,2022-12-30 09:59:10,https://github.com/yaya2devops/bachelor-guide/commit/15d602172c2478b3c547b9a033df37f92129e822
Labs,2022-12-30 08:33:24,https://github.com/yaya2devops/bachelor-guide/commit/06d4641d33066c6f9e1b57e41258a24aa2efeede
To config,2022-12-29 21:46:08,https://github.com/yaya2devops/bachelor-guide/commit/a3c343fd6d27e944179eea5ace7bf174909cd637
Naming,2022-12-26 11:47:05,https://github.com/yaya2devops/bachelor-guide/commit/0a8133936b91f942a7fe17d117b0a732aa29d133
Let that big,2022-12-22 15:22:26,https://github.com/yaya2devops/bachelor-guide/commit/3a8776ee93964ebbfe8d74aa5f8692cecb2be4f5
Up,2022-12-22 15:10:55,https://github.com/yaya2devops/bachelor-guide/commit/74a300b293d74b68d3841a4cc88a3ff1103754b4
Roll back,2022-12-22 01:04:18,https://github.com/yaya2devops/bachelor-guide/commit/353e7b1d0d073b75617a9315b439afeb7a422f1e
check,2022-12-22 01:01:28,https://github.com/yaya2devops/bachelor-guide/commit/1fc55949e3caf00ff00a474e0d7fa6282caa7797
Bonuses,2022-12-22 00:47:58,https://github.com/yaya2devops/bachelor-guide/commit/0f1179e2c5253a955f4cb75ee44e06d3461ffe9b
For now,2022-12-22 00:39:53,https://github.com/yaya2devops/bachelor-guide/commit/1d9e8834d4d5d7765dc313ed702018906e5bee17
Let it shine,2022-12-21 20:18:27,https://github.com/yaya2devops/bachelor-guide/commit/ec16e1552ad403a35473c60e0dfb33bba07274d4
upd,2022-12-21 20:12:58,https://github.com/yaya2devops/bachelor-guide/commit/dbcac913a69e0df4ad43eb7c858be52d8b854f48
Welcome,2022-12-21 18:37:07,https://github.com/yaya2devops/bachelor-guide/commit/e0411e41e32f0cb0da570ac8c9752f4dc6d9fc1a
You Better READ me!,2022-12-21 17:48:16,https://github.com/yaya2devops/bachelor-guide/commit/66ac8d517cd4dab0856ae69bced275d362e02273
Let that goes,2022-12-21 17:46:24,https://github.com/yaya2devops/bachelor-guide/commit/80f21727b2911c083a99b7dc1e6b9e788daf9df6
sharepoint shared,2022-12-21 17:39:38,https://github.com/yaya2devops/bachelor-guide/commit/f924eb963b62096549a86dc1cd41effd8f526cec
for now ok,2022-12-21 17:39:04,https://github.com/yaya2devops/bachelor-guide/commit/75e6bd9345d7e28e0ecff9eac79320592fbda31c
wlcm,2022-12-21 17:37:19,https://github.com/yaya2devops/bachelor-guide/commit/c8984ac14103a46639453c8952b491072c2e58a8
Updated,2022-12-21 17:34:24,https://github.com/yaya2devops/bachelor-guide/commit/32ddeb342a64f759e36cd2313ef286eb06fa38f7
Amazing!,2022-12-21 16:28:45,https://github.com/yaya2devops/bachelor-guide/commit/a0b4a1df8293925200fe1db1d44fd5b414b7cf8f
value,2022-12-21 14:54:39,https://github.com/yaya2devops/bachelor-guide/commit/a14c5ca537f73d0f10ef064f38d4a9673b9a2c63
Let's see,2022-12-21 14:52:28,https://github.com/yaya2devops/bachelor-guide/commit/58edd0ec3f9d133e658af6701882e9cf44078269
AmazingGgGgGgGgGgGgGgGgGgGgG!!!,2022-12-21 14:18:44,https://github.com/yaya2devops/bachelor-guide/commit/403e7f94fe3fd7d1402f5275e2fdfea041001a8c
old af,2022-12-21 14:14:52,https://github.com/yaya2devops/bachelor-guide/commit/d57068cd7a5feda9944ddf89c837ca9730b0f290
"Update format, more interesting.",2022-12-20 19:17:40,https://github.com/yaya2devops/bachelor-guide/commit/72c183959b50e3db9fc863f570373aa7e3edb3b1
Showcased format,2022-12-20 19:13:29,https://github.com/yaya2devops/bachelor-guide/commit/20a06e895afbf39bc5200ba579c952704713556a
Ok,2022-12-20 18:05:36,https://github.com/yaya2devops/bachelor-guide/commit/ae89f0b0ff1aac380f562f2d285c110ac1a741c9
Ok here,2022-12-20 18:05:25,https://github.com/yaya2devops/bachelor-guide/commit/218a30d7090ea191a4679c2e75e5396d3224ca55
hm?,2022-12-20 18:04:37,https://github.com/yaya2devops/bachelor-guide/commit/30e1427afea87fa6c8fb952c3ab48f7e8176734d
Ajustement,2022-12-20 18:02:27,https://github.com/yaya2devops/bachelor-guide/commit/d4b2690b9f64fa48fd59440f1fc0160e5f31d381
Links included,2022-12-19 16:27:13,https://github.com/yaya2devops/bachelor-guide/commit/2a82a384b1d2f1f40b9fe281024d01938cbbce71
"Phone check, hyperleft",2022-12-19 15:06:30,https://github.com/yaya2devops/bachelor-guide/commit/d137f399528edbaf6443cd06964ad4bf6b3e4f90
Improved!,2022-12-18 15:00:38,https://github.com/yaya2devops/bachelor-guide/commit/f212b8d0a07c06b7444faed03637d779c1691e55
Project Welcome.,2022-12-18 14:33:10,https://github.com/yaya2devops/bachelor-guide/commit/9cf3a66acb8d9a5dd1eae65002bfcc3c691773d2
Contributions,2022-12-18 14:07:47,https://github.com/yaya2devops/bachelor-guide/commit/f196199c02a598e00d2bf3293e603643c6046b84
Let it sink,2022-12-18 14:05:31,https://github.com/yaya2devops/bachelor-guide/commit/25a2e153745a2617ad6ffa742a06d94fc555913c
Sunday inspirations!!,2022-12-18 07:43:30,https://github.com/yaya2devops/bachelor-guide/commit/b41e99f2b626a37fca0246be25911e86288ea7b4
changes to the color,2022-12-17 13:51:38,https://github.com/yaya2devops/bachelor-guide/commit/e2d9df31cd21d7af5fb6b29f8d56838953cd9eea
From phone b4 dinner,2022-12-17 13:36:44,https://github.com/yaya2devops/bachelor-guide/commit/5d8e9518fd28a6ae23e69cf8649adad28400dfc8
DESIGNING,2022-12-17 13:32:51,https://github.com/yaya2devops/bachelor-guide/commit/90390e6bb7ad92e82226f8fc5ff63ac86947fa34
Udate,2022-12-17 13:13:11,https://github.com/yaya2devops/bachelor-guide/commit/3cf2c1660b32385bdcd1b311b313c62c973ba3fd
Merged for now.,2022-12-17 06:49:06,https://github.com/yaya2devops/bachelor-guide/commit/89c55578abf5f5f8e7adf452be531dc68e600e17
update sem5,2022-12-17 01:38:08,https://github.com/yaya2devops/bachelor-guide/commit/5219c4a304ff1cdede953994de39eb09e7146282
Curriculum updated,2022-12-16 16:00:54,https://github.com/yaya2devops/bachelor-guide/commit/387d2f384de342e5adda5478524c799a9fab980b
More materials,2022-12-16 15:40:50,https://github.com/yaya2devops/bachelor-guide/commit/5b796fc6cd8e27c370c964a130ffc8a7ca45449d
SEO ig,2022-12-12 17:02:41,https://github.com/yaya2devops/bachelor-guide/commit/90f0a0c93ab2f14b9ff01644b59b9633d540059b
Clair,2022-12-12 10:07:43,https://github.com/yaya2devops/bachelor-guide/commit/5dd1f5df910eb6595d929d8bc58c83192626c6e4
clair,2022-12-12 10:06:58,https://github.com/yaya2devops/bachelor-guide/commit/c8d022c0405d7cff02915a4d34f65ac1d191494e
Saved,2022-12-12 10:06:28,https://github.com/yaya2devops/bachelor-guide/commit/d2bcc0fb48b131e0d87e94de9803f28f375e502c
clean,2022-12-12 10:03:43,https://github.com/yaya2devops/bachelor-guide/commit/fea9f9eaffc89a55a05e0e7e79745917c9af67e8
Not required.,2022-12-12 10:02:19,https://github.com/yaya2devops/bachelor-guide/commit/65595883624f4e3c6028767a298ba3d54f02645e
Policy,2022-12-12 10:02:01,https://github.com/yaya2devops/bachelor-guide/commit/0c003a2b6f7f743fd6fd4e9dadedaacc4cde56ed
Policy,2022-12-12 10:01:00,https://github.com/yaya2devops/bachelor-guide/commit/6e81dadaca9e0160059f0c12b7fd169d5c30ae5b
My better reasons.,2022-12-11 14:00:19,https://github.com/yaya2devops/bachelor-guide/commit/1440deafd36986873e172409669c451b9507f623
"Updated, left french for this page",2022-12-07 17:10:39,https://github.com/yaya2devops/bachelor-guide/commit/fa900557e24e357ef98dbe68e06f64855cc99b38
Update intern,2022-12-03 23:08:55,https://github.com/yaya2devops/bachelor-guide/commit/8396ac2947aaa48c0f53a694dc181d5882b02d88
Stage1 FR = DONE,2022-12-03 23:08:45,https://github.com/yaya2devops/bachelor-guide/commit/e4f911ce4df13f49358c07bd9472bd24a050611d
better,2022-11-29 14:10:26,https://github.com/yaya2devops/bachelor-guide/commit/eabb9ae861fc786826f0fae91e6eb1522ab73a93
fr hyperlink correct,2022-11-29 14:09:43,https://github.com/yaya2devops/bachelor-guide/commit/e7883fc640758dd81bc7fc6b282a22d10e6c0a9f
Next these parts to french,2022-11-28 19:19:34,https://github.com/yaya2devops/bachelor-guide/commit/40344ae58481082a8a2fe009491cdb7004e2591c
My timeline for the summer intern added.,2022-11-28 19:16:03,https://github.com/yaya2devops/bachelor-guide/commit/9934e6221516ecb1ab31d4f1bd74681bee7995e5
SIZEEEEEEEEEEEEEEE,2022-11-28 18:27:59,https://github.com/yaya2devops/bachelor-guide/commit/88cb6733dbffc41f1f1fcc3d7a3ba666eca90586
GitHub on coverpage fr,2022-11-28 10:06:06,https://github.com/yaya2devops/bachelor-guide/commit/c811ea1f24f2c4ca89f0b0e47d1cc48a2c9f57bf
GitHub on coverpage,2022-11-28 10:05:37,https://github.com/yaya2devops/bachelor-guide/commit/1316aa8502cec5820a98fe2aa8e8406e54f8c9cb
Included PFA,2022-11-28 09:50:56,https://github.com/yaya2devops/bachelor-guide/commit/1b397db1dc16c038b9ac144535cda4d3f8257c8a
Updated,2022-11-28 09:50:42,https://github.com/yaya2devops/bachelor-guide/commit/60caf4fa5e5b9d10699ab28ca55496d320b61329
checked,2022-11-27 15:08:09,https://github.com/yaya2devops/bachelor-guide/commit/9062d587eecfe701453aad02489eadef538193bb
checked,2022-11-27 15:02:42,https://github.com/yaya2devops/bachelor-guide/commit/be96cbbb1e4dadd189b0b939fbf9dc59206b6b22
changes to logo,2022-11-27 10:52:32,https://github.com/yaya2devops/bachelor-guide/commit/8d1a296e61851be96a035baca01acd7c15264b35
Test,2022-11-25 09:24:32,https://github.com/yaya2devops/bachelor-guide/commit/12b764f145f9d094f46d271791664bd12430a2e7
lien direct correction,2022-11-24 18:46:59,https://github.com/yaya2devops/bachelor-guide/commit/1b0b6ac73ed4ae43ff1cdc586eadd381193700fe
lien direct,2022-11-24 17:14:27,https://github.com/yaya2devops/bachelor-guide/commit/82c5cb43f59a90552530337238802618640d357c
directlink,2022-11-24 17:14:06,https://github.com/yaya2devops/bachelor-guide/commit/04cbb95a8d37550592778283c16f4de4f58e9bba
"semester1, 70%",2022-11-19 15:53:26,https://github.com/yaya2devops/bachelor-guide/commit/e42627d356bd5283a76ef4aa56b5a48f4b2f029d
that's it,2022-11-19 15:26:59,https://github.com/yaya2devops/bachelor-guide/commit/53c89e7966826f53cd3af38ae1179ab07048fe79
Yakfi,2022-11-15 17:05:36,https://github.com/yaya2devops/bachelor-guide/commit/8a13815991c50023b246d62c69ed4e470037110a
Materials Translation,2022-11-12 18:58:11,https://github.com/yaya2devops/bachelor-guide/commit/70e57f5bffb33a4327c55bee99bd687fd02a7ac9
check,2022-11-12 15:29:19,https://github.com/yaya2devops/bachelor-guide/commit/d65b0443fb9ebb44c422c6fdc431684009200a41
FR hyperlinked,2022-11-11 11:19:42,https://github.com/yaya2devops/bachelor-guide/commit/722d6841fd619bd0267dae0773d6d3ca69d4186a
That goes to fr,2022-11-10 19:42:30,https://github.com/yaya2devops/bachelor-guide/commit/9b1479fe9cc51f3efd148429da27c567db83df5e
Fr done!,2022-11-10 01:11:50,https://github.com/yaya2devops/bachelor-guide/commit/f7e388d7569ac54174646bbe82951668c140c4f6
curriculum en FR,2022-11-10 01:10:16,https://github.com/yaya2devops/bachelor-guide/commit/9a0d4f2f81d773b2b7cad9088064db46fd65080d
Cover to french,2022-11-09 20:52:37,https://github.com/yaya2devops/bachelor-guide/commit/b04ebeaecae345089a9e9978eb1888a7d6aea24f
path,2022-11-09 20:37:14,https://github.com/yaya2devops/bachelor-guide/commit/ccbf80e9d18ae4afe5a7544cf6ecf6af25854ef3
"Took stuff to apercu, big asset translation left",2022-11-09 20:35:41,https://github.com/yaya2devops/bachelor-guide/commit/517f0bca18ed6c4d8538475cd939ca57af4cfdce
